time,time2,y,yh
3.0833333333333335,0.0,18.39,20.148421479390823
3.125,0.041666666666666664,18.26,20.14842147939083
3.1666666666666665,0.08333333333333333,18.12,20.148421479390827
3.2083333333333335,0.125,18.4,20.246561004681862
3.25,0.16666666666666666,21.37,21.42728133852166
3.2916666666666665,0.20833333333333334,24.67,20.766889671056113
3.3333333333333335,0.25,26.27,24.026049685893796
3.375,0.2916666666666667,28.01,25.27554608818223
3.4166666666666665,0.3333333333333333,28.13,21.262107787050443
3.4583333333333335,0.375,28.25,26.438729987534835
3.5,0.4166666666666667,28.78,24.60859899984692
3.5416666666666665,0.4583333333333333,27.69,22.417898909844347
3.5833333333333335,0.5,28.17,24.061361254334237
3.625,0.5416666666666666,27.96,24.972953102626047
3.6666666666666665,0.5833333333333334,24.99,25.973919998160905
3.7083333333333335,0.625,25.2,25.466226400674365
3.75,0.6666666666666666,24.13,25.22447223162427
3.7916666666666665,0.7083333333333334,22.59,21.726540706129164
3.8333333333333335,0.75,21.39,20.14842147939078
3.875,0.7916666666666666,21.95,20.14842147939087
4.083333333333333,0.8333333333333334,21.01,20.148421479390848
4.125,0.875,21.15,20.14842147939083
4.166666666666667,0.9166666666666666,19.46,20.148421479390837
4.208333333333333,0.9583333333333334,18.72,20.320431609865782
4.25,1.0,19.54,22.34674420559411
4.291666666666667,1.0416666666666667,19.0,22.323617805486567
4.333333333333333,1.0833333333333333,21.29,23.31051591916017
4.375,1.125,21.69,26.298376534038596
4.416666666666667,1.1666666666666667,20.74,23.95385522478464
4.458333333333333,1.2083333333333333,22.63,25.449335379088293
4.5,1.25,23.96,27.10754196924544
4.541666666666667,1.2916666666666667,23.95,24.73388251159935
4.583333333333333,1.3333333333333333,24.01,26.960499172116712
4.625,1.375,21.93,25.5595567835906
4.666666666666667,1.4166666666666667,22.48,25.055659955995782
4.708333333333333,1.4583333333333333,22.28,24.31812033517569
4.75,1.5,22.14,23.195073073834497
4.791666666666667,1.5416666666666667,20.99,21.216338260140844
4.833333333333333,1.5833333333333333,19.99,20.148421479390805
4.875,1.625,19.05,20.148421479390883
5.083333333333333,1.6666666666666667,16.58,20.148421479390823
5.125,1.7083333333333333,16.65,20.14842147939079
5.166666666666667,1.75,16.58,20.148421479390823
5.208333333333333,1.7916666666666667,16.72,20.22463461759228
5.25,1.8333333333333333,17.87,21.54776695184475
5.291666666666667,1.875,20.15,21.226634693901488
5.333333333333333,1.9166666666666667,22.23,23.855640263720083
5.375,1.9583333333333333,22.9,25.439944807296946
5.416666666666667,2.0,25.93,23.000039353334305
5.458333333333333,2.0416666666666665,26.79,25.022496254452808
5.5,2.0833333333333335,26.63,24.219019557926494
5.541666666666667,2.125,27.91,22.150139763519572
5.583333333333333,2.1666666666666665,28.71,24.17291517022938
5.625,2.2083333333333335,28.64,24.670382900153776
5.666666666666667,2.25,28.71,25.782944078565325
5.708333333333333,2.2916666666666665,28.11,25.764325904608736
5.75,2.3333333333333335,26.56,25.548122479880544
5.791666666666667,2.375,25.36,22.639739977158534
5.833333333333333,2.4166666666666665,23.89,20.148421479390763
5.875,2.4583333333333335,22.48,20.148421479390773
9.083333333333334,2.5,20.75,20.148421479390883
9.125,2.5416666666666665,20.14,20.148421479390827
9.166666666666666,2.5833333333333335,19.47,20.148421479390844
9.208333333333334,2.625,19.47,20.275948995229964
9.25,2.6666666666666665,21.91,22.825528455474572
9.291666666666666,2.7083333333333335,26.08,24.188917037858143
9.333333333333334,2.75,26.87,24.612778422080602
9.375,2.7916666666666665,28.81,24.252104849297364
9.416666666666666,2.8333333333333335,29.2,23.808877701670397
9.458333333333334,2.875,30.48,25.487588250896202
9.5,2.9166666666666665,31.0,25.014815104345892
9.541666666666666,2.9583333333333335,30.25,22.729288388967692
9.583333333333334,3.0,30.52,24.23901139758741
9.625,3.0416666666666665,29.71,28.34338221093533
9.666666666666666,3.0833333333333335,29.84,25.874077278263726
9.708333333333334,3.125,29.03,26.18257052521291
9.75,3.1666666666666665,28.44,25.69374369670104
9.791666666666666,3.2083333333333335,28.25,22.4920842432469
9.833333333333334,3.25,26.51,20.148421479390866
9.875,3.2916666666666665,25.78,20.148421479390798
10.083333333333334,3.3333333333333335,22.37,20.14842147939082
10.125,3.375,21.76,20.148421479390805
10.166666666666666,3.4166666666666665,20.07,20.148421479390763
10.208333333333334,3.4583333333333335,19.2,20.340684123122543
10.25,3.5,21.16,22.049867594791277
10.291666666666666,3.5416666666666665,23.58,22.649389176129887
10.333333333333334,3.5833333333333335,25.19,24.495549135277138
10.375,3.625,26.67,24.324582547788047
10.416666666666666,3.6666666666666665,27.33,24.112317220482268
10.458333333333334,3.7083333333333335,28.19,23.148494501941105
10.5,3.75,28.85,25.61347354773838
10.541666666666666,3.7916666666666665,29.18,25.1459634051119
10.583333333333334,3.8333333333333335,30.19,26.509917823817222
10.625,3.875,30.59,25.12160367527779
10.666666666666666,3.9166666666666665,29.71,24.468383061693288
10.708333333333334,3.9583333333333335,28.64,24.32724456333508
10.75,4.0,27.3,23.230850591033395
10.791666666666666,4.041666666666667,24.61,21.188365499863497
10.833333333333334,4.083333333333333,23.15,20.148421479390827
10.875,4.125,22.42,20.14842147939084
11.083333333333334,4.166666666666667,19.88,20.148421479390905
11.125,4.208333333333333,19.61,20.148421479390787
11.166666666666666,4.25,18.93,20.148421479390855
11.208333333333334,4.291666666666667,17.92,20.36246346846559
11.25,4.333333333333333,20.22,22.872360808395065
11.291666666666666,4.375,20.62,21.335651527818264
11.333333333333334,4.416666666666667,22.57,24.583230637345327
11.375,4.458333333333333,23.03,24.711613975435757
11.416666666666666,4.5,24.64,24.073859044641875
11.458333333333334,4.541666666666667,26.12,24.433249723335912
11.5,4.583333333333333,26.71,25.635089224065137
11.541666666666666,4.625,27.64,25.87324737399188
11.583333333333334,4.666666666666667,28.24,25.6089403352291
11.625,4.708333333333333,29.18,26.162145229511005
11.666666666666666,4.75,28.7,25.106937405163546
11.708333333333334,4.791666666666667,28.37,26.055275341382618
11.75,4.833333333333333,27.97,25.25047576137149
11.791666666666666,4.875,25.35,22.35055941940027
11.833333333333334,4.916666666666667,23.96,20.148421479390745
11.875,4.958333333333333,22.75,20.148421479390755
